time,state,x,y,theta,wp_x,wp_y,distance
21.440000,WAYPOINT_REACHED,-0.002278,0.349982,-3.134182,0.000000,0.350000,0.000282
21.472000,ROTATE_TO_GOAL,-0.003241,0.349920,-3.022532,0.000000,0.000000,0.002278
21.504000,ROTATE_TO_GOAL,-0.003241,0.349920,-3.022532,0.000000,0.000000,0.349935
21.536000,ROTATE_TO_GOAL,-0.003241,0.349920,-2.986074,0.000000,0.000000,0.349935
21.568000,ROTATE_TO_GOAL,-0.003241,0.349920,-2.954174,0.000000,0.000000,0.349935
21.600000,ROTATE_TO_GOAL,-0.003241,0.349920,-2.917717,0.000000,0.000000,0.349935
21.632000,ROTATE_TO_GOAL,-0.003241,0.349920,-2.881259,0.000000,0.000000,0.349935
21.664000,ROTATE_TO_GOAL,-0.003241,0.349920,-2.849359,0.000000,0.000000,0.349935
21.696000,ROTATE_TO_GOAL,-0.003241,0.349920,-2.812902,0.000000,0.000000,0.349935
21.728000,ROTATE_TO_GOAL,-0.003302,0.349899,-2.778723,0.000000,0.000000,0.349935
21.760000,ROTATE_TO_GOAL,-0.003242,0.349923,-2.744544,0.000000,0.000000,0.349914
21.792000,ROTATE_TO_GOAL,-0.003242,0.349923,-2.708087,0.000000,0.000000,0.349938
21.824000,ROTATE_TO_GOAL,-0.003300,0.349895,-2.673908,0.000000,0.000000,0.349938
21.856000,ROTATE_TO_GOAL,-0.003243,0.349925,-2.639729,0.000000,0.000000,0.349910
21.888000,ROTATE_TO_GOAL,-0.003243,0.349925,-2.603272,0.000000,0.000000,0.349940
21.920000,ROTATE_TO_GOAL,-0.003298,0.349891,-2.569093,0.000000,0.000000,0.349940
21.952000,ROTATE_TO_GOAL,-0.003244,0.349926,-2.534915,0.000000,0.000000,0.349906
21.984000,ROTATE_TO_GOAL,-0.003244,0.349926,-2.498457,0.000000,0.000000,0.349941
22.016000,ROTATE_TO_GOAL,-0.003244,0.349926,-2.466557,0.000000,0.000000,0.349941
22.048000,ROTATE_TO_GOAL,-0.003244,0.349926,-2.430100,0.000000,0.000000,0.349941
22.080000,ROTATE_TO_GOAL,-0.003244,0.349926,-2.393642,0.000000,0.000000,0.349941
22.112000,ROTATE_TO_GOAL,-0.003244,0.349926,-2.361742,0.000000,0.000000,0.349941
22.144000,ROTATE_TO_GOAL,-0.003244,0.349926,-2.325285,0.000000,0.000000,0.349941
22.176000,ROTATE_TO_GOAL,-0.003288,0.349879,-2.291106,0.000000,0.000000,0.349941
22.208000,ROTATE_TO_GOAL,-0.003246,0.349928,-2.256927,0.000000,0.000000,0.349894
22.240000,ROTATE_TO_GOAL,-0.003246,0.349928,-2.220470,0.000000,0.000000,0.349943
22.272000,ROTATE_TO_GOAL,-0.003284,0.349876,-2.186291,0.000000,0.000000,0.349943
22.304000,ROTATE_TO_GOAL,-0.003248,0.349929,-2.152112,0.000000,0.000000,0.349891
22.336000,ROTATE_TO_GOAL,-0.003248,0.349929,-2.115655,0.000000,0.000000,0.349944
22.368000,ROTATE_TO_GOAL,-0.003280,0.349873,-2.081476,0.000000,0.000000,0.349944
22.400000,ROTATE_TO_GOAL,-0.003250,0.349930,-2.047298,0.000000,0.000000,0.349889
22.432000,ROTATE_TO_GOAL,-0.003250,0.349930,-2.010840,0.000000,0.000000,0.349945
22.464000,ROTATE_TO_GOAL,-0.003250,0.349930,-1.978940,0.000000,0.000000,0.349945
22.496000,ROTATE_TO_GOAL,-0.003250,0.349930,-1.947040,0.000000,0.000000,0.349945
22.528000,ROTATE_TO_GOAL,-0.003272,0.349870,-1.917418,0.000000,0.000000,0.349945
22.560000,ROTATE_TO_GOAL,-0.003251,0.349931,-1.892354,0.000000,0.000000,0.349885
22.592000,ROTATE_TO_GOAL,-0.003251,0.349931,-1.865011,0.000000,0.000000,0.349946
22.624000,ROTATE_TO_GOAL,-0.003251,0.349931,-1.842225,0.000000,0.000000,0.349946
22.656000,ROTATE_TO_GOAL,-0.003268,0.349869,-1.821718,0.000000,0.000000,0.349946
22.688000,ROTATE_TO_GOAL,-0.003253,0.349931,-1.801210,0.000000,0.000000,0.349884
22.720000,ROTATE_TO_GOAL,-0.003253,0.349931,-1.782982,0.000000,0.000000,0.349946
22.752000,ROTATE_TO_GOAL,-0.003253,0.349931,-1.769310,0.000000,0.000000,0.349946
22.784000,ROTATE_TO_GOAL,-0.003253,0.349931,-1.751082,0.000000,0.000000,0.349946
22.816000,ROTATE_TO_GOAL,-0.003253,0.349931,-1.737410,0.000000,0.000000,0.349946
22.848000,ROTATE_TO_GOAL,-0.003253,0.349931,-1.723739,0.000000,0.000000,0.349946
22.880000,ROTATE_TO_GOAL,-0.003262,0.349867,-1.712346,0.000000,0.000000,0.349946
22.912000,ROTATE_TO_GOAL,-0.003253,0.349931,-1.700953,0.000000,0.000000,0.349883
22.944000,ROTATE_TO_GOAL,-0.003253,0.349931,-1.691838,0.000000,0.000000,0.349946
22.976000,ROTATE_TO_GOAL,-0.003261,0.349867,-1.680445,0.000000,0.000000,0.349946
23.008000,ROTATE_TO_GOAL,-0.003261,0.349867,-1.671331,0.000000,0.000000,0.349882
23.040000,ROTATE_TO_GOAL,-0.003255,0.349931,-1.664495,0.000000,0.000000,0.349882
23.072000,ROTATE_TO_GOAL,-0.003255,0.349931,-1.655381,0.000000,0.000000,0.349946
23.104000,ROTATE_TO_GOAL,-0.003260,0.349867,-1.648545,0.000000,0.000000,0.349946
23.136000,ROTATE_TO_GOAL,-0.003255,0.349931,-1.641710,0.000000,0.000000,0.349882
23.168000,ROTATE_TO_GOAL,-0.003259,0.349867,-1.634874,0.000000,0.000000,0.349946
23.200000,ROTATE_TO_GOAL,-0.003255,0.349931,-1.628038,0.000000,0.000000,0.349882
23.232000,ROTATE_TO_GOAL,-0.003255,0.349931,-1.618924,0.000000,0.000000,0.349947
23.264000,ROTATE_TO_GOAL,-0.003255,0.349931,-1.614367,0.000000,0.000000,0.349947
23.296000,ROTATE_TO_GOAL,-0.003255,0.349931,-1.605252,0.000000,0.000000,0.349947
23.328000,ROTATE_TO_GOAL,-0.003255,0.349931,-1.600695,0.000000,0.000000,0.349947
23.360000,ROTATE_TO_GOAL,-0.003255,0.349931,-1.591581,0.000000,0.000000,0.349947
23.392000,ROTATE_TO_GOAL,-0.003255,0.349931,-1.587024,0.000000,0.000000,0.349947
23.424000,ROTATE_TO_GOAL,-0.003255,0.349931,-1.577909,0.000000,0.000000,0.349947
23.456000,ROTATE_TO_GOAL,-0.003255,0.349931,-1.573352,0.000000,0.000000,0.349947
23.488000,ROTATE_TO_GOAL,-0.003255,0.349931,-1.564238,0.000000,0.000000,0.349947
23.520000,MOVE_TO_GOAL,-0.003255,0.349931,-1.559681,0.000000,0.000000,0.349947
23.552000,MOVE_TO_GOAL,-0.003255,0.349931,-1.559681,0.000000,0.000000,0.349947
23.584000,MOVE_TO_GOAL,-0.003231,0.347936,-1.557402,0.000000,0.000000,0.349947
23.616000,MOVE_TO_GOAL,-0.003205,0.346005,-1.557402,0.000000,0.000000,0.347951
23.648000,MOVE_TO_GOAL,-0.003181,0.344010,-1.559681,0.000000,0.000000,0.346020
23.680000,MOVE_TO_GOAL,-0.003159,0.342079,-1.559681,0.000000,0.000000,0.344025
23.712000,MOVE_TO_GOAL,-0.003135,0.340084,-1.557402,0.000000,0.000000,0.342093
23.744000,MOVE_TO_GOAL,-0.003110,0.338088,-1.559681,0.000000,0.000000,0.340098
23.776000,MOVE_TO_GOAL,-0.003089,0.336157,-1.559681,0.000000,0.000000,0.338102
23.808000,MOVE_TO_GOAL,-0.003064,0.334162,-1.557402,0.000000,0.000000,0.336171
23.840000,MOVE_TO_GOAL,-0.003040,0.332167,-1.559681,0.000000,0.000000,0.334176
23.872000,MOVE_TO_GOAL,-0.003018,0.330236,-1.559681,0.000000,0.000000,0.332180
23.904000,MOVE_TO_GOAL,-0.002997,0.328305,-1.559681,0.000000,0.000000,0.330249
23.936000,MOVE_TO_GOAL,-0.002972,0.326309,-1.557402,0.000000,0.000000,0.328318
23.968000,MOVE_TO_GOAL,-0.002948,0.324314,-1.559681,0.000000,0.000000,0.326323
24.000000,MOVE_TO_GOAL,-0.002927,0.322383,-1.559681,0.000000,0.000000,0.324327
24.032000,MOVE_TO_GOAL,-0.002905,0.320452,-1.559681,0.000000,0.000000,0.322396
24.064000,MOVE_TO_GOAL,-0.002882,0.318392,-1.559681,0.000000,0.000000,0.320465
24.096000,MOVE_TO_GOAL,-0.002861,0.316461,-1.559681,0.000000,0.000000,0.318405
24.128000,MOVE_TO_GOAL,-0.002839,0.314530,-1.559681,0.000000,0.000000,0.316474
24.160000,MOVE_TO_GOAL,-0.002819,0.312535,-1.561959,0.000000,0.000000,0.314543
24.192000,MOVE_TO_GOAL,-0.002799,0.310540,-1.559681,0.000000,0.000000,0.312548
24.224000,MOVE_TO_GOAL,-0.002778,0.308609,-1.559681,0.000000,0.000000,0.310552
24.256000,MOVE_TO_GOAL,-0.002757,0.306678,-1.559681,0.000000,0.000000,0.308621
24.288000,MOVE_TO_GOAL,-0.002737,0.304682,-1.561959,0.000000,0.000000,0.306690
24.320000,MOVE_TO_GOAL,-0.002717,0.302687,-1.559681,0.000000,0.000000,0.304695
24.352000,MOVE_TO_GOAL,-0.002695,0.300756,-1.559681,0.000000,0.000000,0.302699
24.384000,MOVE_TO_GOAL,-0.002675,0.298761,-1.561959,0.000000,0.000000,0.300768
24.416000,MOVE_TO_GOAL,-0.002655,0.296765,-1.559681,0.000000,0.000000,0.298773
24.448000,MOVE_TO_GOAL,-0.002634,0.294834,-1.559681,0.000000,0.000000,0.296777
24.480000,MOVE_TO_GOAL,-0.002614,0.292839,-1.561959,0.000000,0.000000,0.294846
24.512000,MOVE_TO_GOAL,-0.002597,0.290908,-1.561959,0.000000,0.000000,0.292850
24.544000,MOVE_TO_GOAL,-0.002577,0.288912,-1.559681,0.000000,0.000000,0.290919
24.576000,MOVE_TO_GOAL,-0.002556,0.286981,-1.559681,0.000000,0.000000,0.288924
24.608000,MOVE_TO_GOAL,-0.002536,0.284986,-1.561959,0.000000,0.000000,0.286993
24.640000,MOVE_TO_GOAL,-0.002519,0.283055,-1.561959,0.000000,0.000000,0.284997
24.672000,MOVE_TO_GOAL,-0.002499,0.281060,-1.559681,0.000000,0.000000,0.283066
24.704000,MOVE_TO_GOAL,-0.002479,0.279064,-1.561959,0.000000,0.000000,0.281071
24.736000,MOVE_TO_GOAL,-0.002462,0.277133,-1.561959,0.000000,0.000000,0.279075
24.768000,MOVE_TO_GOAL,-0.002442,0.275138,-1.559681,0.000000,0.000000,0.277144
24.800000,MOVE_TO_GOAL,-0.002422,0.273143,-1.561959,0.000000,0.000000,0.275149
24.832000,MOVE_TO_GOAL,-0.002405,0.271212,-1.561959,0.000000,0.000000,0.273153
24.864000,MOVE_TO_GOAL,-0.002388,0.269280,-1.561959,0.000000,0.000000,0.271222
24.896000,MOVE_TO_GOAL,-0.002368,0.267285,-1.559681,0.000000,0.000000,0.269291
24.928000,MOVE_TO_GOAL,-0.002348,0.265290,-1.561959,0.000000,0.000000,0.267296
24.960000,MOVE_TO_GOAL,-0.002331,0.263359,-1.561959,0.000000,0.000000,0.265300
24.992000,MOVE_TO_GOAL,-0.002314,0.261428,-1.561959,0.000000,0.000000,0.263369
25.024000,MOVE_TO_GOAL,-0.002296,0.259368,-1.561959,0.000000,0.000000,0.261438
25.056000,MOVE_TO_GOAL,-0.002279,0.257437,-1.561959,0.000000,0.000000,0.259378
25.088000,MOVE_TO_GOAL,-0.002262,0.255506,-1.561959,0.000000,0.000000,0.257447
25.120000,MOVE_TO_GOAL,-0.002242,0.253511,-1.559681,0.000000,0.000000,0.255516
25.152000,MOVE_TO_GOAL,-0.002222,0.251515,-1.561959,0.000000,0.000000,0.253520
25.184000,MOVE_TO_GOAL,-0.002205,0.249584,-1.561959,0.000000,0.000000,0.251525
25.216000,MOVE_TO_GOAL,-0.002188,0.247653,-1.561959,0.000000,0.000000,0.249594
25.248000,MOVE_TO_GOAL,-0.002169,0.245593,-1.561959,0.000000,0.000000,0.247663
25.280000,MOVE_TO_GOAL,-0.002152,0.243662,-1.561959,0.000000,0.000000,0.245603
25.312000,MOVE_TO_GOAL,-0.002135,0.241731,-1.561959,0.000000,0.000000,0.243672
25.344000,MOVE_TO_GOAL,-0.002115,0.239736,-1.559681,0.000000,0.000000,0.241741
25.376000,MOVE_TO_GOAL,-0.002095,0.237741,-1.561959,0.000000,0.000000,0.239745
25.408000,MOVE_TO_GOAL,-0.002078,0.235810,-1.561959,0.000000,0.000000,0.237750
25.440000,MOVE_TO_GOAL,-0.002061,0.233878,-1.561959,0.000000,0.000000,0.235819
25.472000,MOVE_TO_GOAL,-0.002043,0.231819,-1.561959,0.000000,0.000000,0.233888
25.504000,MOVE_TO_GOAL,-0.002026,0.229888,-1.561959,0.000000,0.000000,0.231828
25.536000,MOVE_TO_GOAL,-0.002009,0.227957,-1.561959,0.000000,0.000000,0.229897
25.568000,MOVE_TO_GOAL,-0.001989,0.225961,-1.559681,0.000000,0.000000,0.227966
25.600000,MOVE_TO_GOAL,-0.001969,0.223966,-1.561959,0.000000,0.000000,0.225970
25.632000,MOVE_TO_GOAL,-0.001952,0.222035,-1.561959,0.000000,0.000000,0.223975
25.664000,MOVE_TO_GOAL,-0.001935,0.220104,-1.561959,0.000000,0.000000,0.222043
25.696000,MOVE_TO_GOAL,-0.001917,0.218044,-1.561959,0.000000,0.000000,0.220112
25.728000,MOVE_TO_GOAL,-0.001900,0.216113,-1.561959,0.000000,0.000000,0.218053
25.760000,MOVE_TO_GOAL,-0.001883,0.214182,-1.561959,0.000000,0.000000,0.216121
25.792000,MOVE_TO_GOAL,-0.001866,0.212251,-1.561959,0.000000,0.000000,0.214190
25.824000,MOVE_TO_GOAL,-0.001847,0.210191,-1.561959,0.000000,0.000000,0.212259
25.856000,MOVE_TO_GOAL,-0.001830,0.208260,-1.561959,0.000000,0.000000,0.210199
25.888000,MOVE_TO_GOAL,-0.001813,0.206329,-1.561959,0.000000,0.000000,0.208268
25.920000,MOVE_TO_GOAL,-0.001795,0.204269,-1.561959,0.000000,0.000000,0.206337
25.952000,MOVE_TO_GOAL,-0.001778,0.202338,-1.561959,0.000000,0.000000,0.204277
25.984000,MOVE_TO_GOAL,-0.001761,0.200407,-1.561959,0.000000,0.000000,0.202346
26.016000,MOVE_TO_GOAL,-0.001744,0.198476,-1.561959,0.000000,0.000000,0.200415
26.048000,MOVE_TO_GOAL,-0.001726,0.196417,-1.561959,0.000000,0.000000,0.198484
26.080000,MOVE_TO_GOAL,-0.001709,0.194486,-1.561959,0.000000,0.000000,0.196424
26.112000,MOVE_TO_GOAL,-0.001692,0.192555,-1.561959,0.000000,0.000000,0.194493
26.144000,MOVE_TO_GOAL,-0.001673,0.190495,-1.561959,0.000000,0.000000,0.192562
26.176000,MOVE_TO_GOAL,-0.001656,0.188564,-1.561959,0.000000,0.000000,0.190502
26.208000,MOVE_TO_GOAL,-0.001639,0.186633,-1.561959,0.000000,0.000000,0.188571
26.240000,MOVE_TO_GOAL,-0.001622,0.184702,-1.561959,0.000000,0.000000,0.186640
26.272000,MOVE_TO_GOAL,-0.001604,0.182642,-1.561959,0.000000,0.000000,0.184709
26.304000,MOVE_TO_GOAL,-0.001587,0.180711,-1.561959,0.000000,0.000000,0.182649
26.336000,MOVE_TO_GOAL,-0.001570,0.178780,-1.561959,0.000000,0.000000,0.180718
26.368000,MOVE_TO_GOAL,-0.001552,0.176720,-1.561959,0.000000,0.000000,0.178787
26.400000,MOVE_TO_GOAL,-0.001535,0.174789,-1.561959,0.000000,0.000000,0.176727
26.432000,MOVE_TO_GOAL,-0.001518,0.172858,-1.561959,0.000000,0.000000,0.174796
26.464000,MOVE_TO_GOAL,-0.001500,0.170927,-1.561959,0.000000,0.000000,0.172865
26.496000,MOVE_TO_GOAL,-0.001482,0.168867,-1.561959,0.000000,0.000000,0.170934
26.528000,MOVE_TO_GOAL,-0.001465,0.166936,-1.561959,0.000000,0.000000,0.168874
26.560000,MOVE_TO_GOAL,-0.001448,0.165005,-1.561959,0.000000,0.000000,0.166943
26.592000,MOVE_TO_GOAL,-0.001430,0.162946,-1.561959,0.000000,0.000000,0.165012
26.624000,MOVE_TO_GOAL,-0.001413,0.161015,-1.561959,0.000000,0.000000,0.162952
26.656000,MOVE_TO_GOAL,-0.001396,0.159084,-1.561959,0.000000,0.000000,0.161021
26.688000,MOVE_TO_GOAL,-0.001379,0.157152,-1.561959,0.000000,0.000000,0.159090
26.720000,MOVE_TO_GOAL,-0.001361,0.155093,-1.561959,0.000000,0.000000,0.157159
26.752000,MOVE_TO_GOAL,-0.001343,0.153162,-1.561959,0.000000,0.000000,0.155099
26.784000,MOVE_TO_GOAL,-0.001326,0.151231,-1.561959,0.000000,0.000000,0.153168
26.816000,MOVE_TO_GOAL,-0.001308,0.149171,-1.561959,0.000000,0.000000,0.151236
26.848000,MOVE_TO_GOAL,-0.001291,0.147240,-1.561959,0.000000,0.000000,0.149177
26.880000,MOVE_TO_GOAL,-0.001274,0.145309,-1.561959,0.000000,0.000000,0.147246
26.912000,MOVE_TO_GOAL,-0.001257,0.143378,-1.561959,0.000000,0.000000,0.145314
26.944000,MOVE_TO_GOAL,-0.001239,0.141318,-1.561959,0.000000,0.000000,0.143383
26.976000,MOVE_TO_GOAL,-0.001222,0.139387,-1.561959,0.000000,0.000000,0.141324
27.008000,MOVE_TO_GOAL,-0.001205,0.137456,-1.561959,0.000000,0.000000,0.139392
27.040000,MOVE_TO_GOAL,-0.001186,0.135396,-1.561959,0.000000,0.000000,0.137461
27.072000,MOVE_TO_GOAL,-0.001169,0.133465,-1.561959,0.000000,0.000000,0.135401
27.104000,MOVE_TO_GOAL,-0.001152,0.131534,-1.561959,0.000000,0.000000,0.133470
27.136000,MOVE_TO_GOAL,-0.001135,0.129603,-1.561959,0.000000,0.000000,0.131539
27.168000,MOVE_TO_GOAL,-0.001117,0.127543,-1.561959,0.000000,0.000000,0.129608
27.200000,MOVE_TO_GOAL,-0.001100,0.125612,-1.561959,0.000000,0.000000,0.127548
27.232000,MOVE_TO_GOAL,-0.001083,0.123681,-1.561959,0.000000,0.000000,0.125617
27.264000,MOVE_TO_GOAL,-0.001065,0.121622,-1.561959,0.000000,0.000000,0.123686
27.296000,MOVE_TO_GOAL,-0.001048,0.119691,-1.561959,0.000000,0.000000,0.121626
27.328000,MOVE_TO_GOAL,-0.001031,0.117760,-1.561959,0.000000,0.000000,0.119695
27.360000,MOVE_TO_GOAL,-0.001014,0.115829,-1.561959,0.000000,0.000000,0.117764
27.392000,MOVE_TO_GOAL,-0.000995,0.113769,-1.561959,0.000000,0.000000,0.115833
27.424000,MOVE_TO_GOAL,-0.000978,0.111838,-1.561959,0.000000,0.000000,0.113773
27.456000,MOVE_TO_GOAL,-0.000961,0.109907,-1.561959,0.000000,0.000000,0.111842
27.488000,MOVE_TO_GOAL,-0.000944,0.107976,-1.561959,0.000000,0.000000,0.109911
27.520000,MOVE_TO_GOAL,-0.000926,0.105916,-1.561959,0.000000,0.000000,0.107980
27.552000,MOVE_TO_GOAL,-0.000909,0.103985,-1.561959,0.000000,0.000000,0.105920
27.584000,MOVE_TO_GOAL,-0.000892,0.102054,-1.561959,0.000000,0.000000,0.103989
27.616000,MOVE_TO_GOAL,-0.000874,0.099994,-1.561959,0.000000,0.000000,0.102058
27.648000,MOVE_TO_GOAL,-0.000857,0.098063,-1.561959,0.000000,0.000000,0.099998
27.680000,MOVE_TO_GOAL,-0.000839,0.096132,-1.561959,0.000000,0.000000,0.098067
27.712000,MOVE_TO_GOAL,-0.000822,0.094201,-1.561959,0.000000,0.000000,0.096136
27.744000,MOVE_TO_GOAL,-0.000804,0.092141,-1.561959,0.000000,0.000000,0.094205
27.776000,MOVE_TO_GOAL,-0.000787,0.090210,-1.561959,0.000000,0.000000,0.092145
27.808000,MOVE_TO_GOAL,-0.000770,0.088279,-1.561959,0.000000,0.000000,0.090214
27.840000,MOVE_TO_GOAL,-0.000752,0.086220,-1.561959,0.000000,0.000000,0.088283
27.872000,MOVE_TO_GOAL,-0.000735,0.084288,-1.561959,0.000000,0.000000,0.086223
27.904000,MOVE_TO_GOAL,-0.000718,0.082357,-1.561959,0.000000,0.000000,0.084292
27.936000,MOVE_TO_GOAL,-0.000701,0.080426,-1.561959,0.000000,0.000000,0.082361
27.968000,MOVE_TO_GOAL,-0.000682,0.078367,-1.561959,0.000000,0.000000,0.080429
28.000000,MOVE_TO_GOAL,-0.000665,0.076436,-1.561959,0.000000,0.000000,0.078370
28.032000,MOVE_TO_GOAL,-0.000648,0.074505,-1.561959,0.000000,0.000000,0.076439
28.064000,MOVE_TO_GOAL,-0.000630,0.072445,-1.561959,0.000000,0.000000,0.074507
28.096000,MOVE_TO_GOAL,-0.000613,0.070514,-1.561959,0.000000,0.000000,0.072448
28.128000,MOVE_TO_GOAL,-0.000596,0.068583,-1.561959,0.000000,0.000000,0.070517
28.160000,MOVE_TO_GOAL,-0.000579,0.066652,-1.561959,0.000000,0.000000,0.068585
28.192000,MOVE_TO_GOAL,-0.000561,0.064592,-1.561959,0.000000,0.000000,0.066654
28.224000,MOVE_TO_GOAL,-0.000544,0.062661,-1.561959,0.000000,0.000000,0.064594
28.256000,MOVE_TO_GOAL,-0.000527,0.060730,-1.561959,0.000000,0.000000,0.062663
28.288000,MOVE_TO_GOAL,-0.000508,0.058670,-1.561959,0.000000,0.000000,0.060732
28.320000,MOVE_TO_GOAL,-0.000491,0.056739,-1.561959,0.000000,0.000000,0.058672
28.352000,MOVE_TO_GOAL,-0.000474,0.054808,-1.561959,0.000000,0.000000,0.056741
28.384000,MOVE_TO_GOAL,-0.000457,0.052877,-1.561959,0.000000,0.000000,0.054810
28.416000,MOVE_TO_GOAL,-0.000439,0.050817,-1.561959,0.000000,0.000000,0.052879
28.448000,MOVE_TO_GOAL,-0.000422,0.048886,-1.561959,0.000000,0.000000,0.050819
28.480000,MOVE_TO_GOAL,-0.000405,0.046955,-1.561959,0.000000,0.000000,0.048888
28.512000,MOVE_TO_GOAL,-0.000387,0.044896,-1.561959,0.000000,0.000000,0.046957
28.544000,MOVE_TO_GOAL,-0.000370,0.042965,-1.561959,0.000000,0.000000,0.044897
28.576000,MOVE_TO_GOAL,-0.000353,0.041034,-1.561959,0.000000,0.000000,0.042966
28.608000,MOVE_TO_GOAL,-0.000335,0.039103,-1.561959,0.000000,0.000000,0.041035
28.640000,MOVE_TO_GOAL,-0.000317,0.037043,-1.561959,0.000000,0.000000,0.039104
28.672000,MOVE_TO_GOAL,-0.000300,0.035112,-1.561959,0.000000,0.000000,0.037044
28.704000,MOVE_TO_GOAL,-0.000283,0.033181,-1.561959,0.000000,0.000000,0.035113
28.736000,MOVE_TO_GOAL,-0.000268,0.031185,-1.564238,0.000000,0.000000,0.033182
28.768000,MOVE_TO_GOAL,-0.000252,0.029190,-1.561959,0.000000,0.000000,0.031186
28.800000,MOVE_TO_GOAL,-0.000235,0.027259,-1.561959,0.000000,0.000000,0.029191
28.832000,MOVE_TO_GOAL,-0.000218,0.025328,-1.561959,0.000000,0.000000,0.027260
28.864000,MOVE_TO_GOAL,-0.000200,0.023268,-1.561959,0.000000,0.000000,0.025329
28.896000,MOVE_TO_GOAL,-0.000183,0.021337,-1.561959,0.000000,0.000000,0.023269
28.928000,MOVE_TO_GOAL,-0.000166,0.019406,-1.561959,0.000000,0.000000,0.021338
28.960000,MOVE_TO_GOAL,-0.000151,0.017411,-1.564238,0.000000,0.000000,0.019407
28.992000,MOVE_TO_GOAL,-0.000135,0.015415,-1.561959,0.000000,0.000000,0.017411
29.024000,MOVE_TO_GOAL,-0.000118,0.013484,-1.561959,0.000000,0.000000,0.015416
29.056000,MOVE_TO_GOAL,-0.000101,0.011553,-1.561959,0.000000,0.000000,0.013485
29.088000,MOVE_TO_GOAL,-0.000083,0.009493,-1.561959,0.000000,0.000000,0.011554
29.120000,MOVE_TO_GOAL,-0.000066,0.007562,-1.561959,0.000000,0.000000,0.009494
29.152000,MOVE_TO_GOAL,-0.000049,0.005631,-1.561959,0.000000,0.000000,0.007563
29.184000,MOVE_TO_GOAL,-0.000033,0.003636,-1.564238,0.000000,0.000000,0.005632
29.216000,MOVE_TO_GOAL,-0.000018,0.001641,-1.561959,0.000000,0.000000,0.003636
29.248000,MOVE_TO_GOAL,-0.000001,-0.000290,-1.561959,0.000000,0.000000,0.001641
29.280000,WAYPOINT_REACHED,0.000016,-0.002222,-1.561959,0.000000,0.000000,0.000290
29.312000,STOP,0.000081,-0.003249,-1.452587,0.000000,0.000000,0.002222
29.344000,STOP,0.000081,-0.003249,-1.452587,0.000000,0.000000,0.003250
29.376000,STOP,0.000081,-0.003249,-1.452587,0.000000,0.000000,0.003250
29.408000,STOP,0.000081,-0.003249,-1.452587,0.000000,0.000000,0.003250
29.440000,STOP,0.000081,-0.003249,-1.452587,0.000000,0.000000,0.003250
29.472000,STOP,0.000081,-0.003249,-1.452587,0.000000,0.000000,0.003250
29.504000,STOP,0.000081,-0.003249,-1.452587,0.000000,0.000000,0.003250
29.536000,STOP,0.000081,-0.003249,-1.452587,0.000000,0.000000,0.003250
29.568000,STOP,0.000081,-0.003249,-1.452587,0.000000,0.000000,0.003250
29.600000,STOP,0.000081,-0.003249,-1.452587,0.000000,0.000000,0.003250
29.632000,STOP,0.000081,-0.003249,-1.452587,0.000000,0.000000,0.003250
29.664000,STOP,0.000081,-0.003249,-1.452587,0.000000,0.000000,0.003250
29.696000,STOP,0.000081,-0.003249,-1.452587,0.000000,0.000000,0.003250
29.728000,STOP,0.000081,-0.003249,-1.452587,0.000000,0.000000,0.003250
29.760000,STOP,0.000081,-0.003249,-1.452587,0.000000,0.000000,0.003250
29.792000,STOP,0.000081,-0.003249,-1.452587,0.000000,0.000000,0.003250
29.824000,STOP,0.000081,-0.003249,-1.452587,0.000000,0.000000,0.003250
29.856000,STOP,0.000081,-0.003249,-1.452587,0.000000,0.000000,0.003250
29.888000,STOP,0.000081,-0.003249,-1.452587,0.000000,0.000000,0.003250
29.920000,STOP,0.000081,-0.003249,-1.452587,0.000000,0.000000,0.003250
29.952000,STOP,0.000081,-0.003249,-1.452587,0.000000,0.000000,0.003250
29.984000,STOP,0.000081,-0.003249,-1.452587,0.000000,0.000000,0.003250
30.016000,STOP,0.000081,-0.003249,-1.452587,0.000000,0.000000,0.003250
30.048000,STOP,0.000081,-0.003249,-1.452587,0.000000,0.000000,0.003250
30.080000,STOP,0.000081,-0.003249,-1.452587,0.000000,0.000000,0.003250
30.112000,STOP,0.000081,-0.003249,-1.452587,0.000000,0.000000,0.003250
30.144000,STOP,0.000081,-0.003249,-1.452587,0.000000,0.000000,0.003250
30.176000,STOP,0.000081,-0.003249,-1.452587,0.000000,0.000000,0.003250
30.208000,STOP,0.000081,-0.003249,-1.452587,0.000000,0.000000,0.003250
30.240000,STOP,0.000081,-0.003249,-1.452587,0.000000,0.000000,0.003250
30.272000,STOP,0.000081,-0.003249,-1.452587,0.000000,0.000000,0.003250
30.304000,STOP,0.000081,-0.003249,-1.452587,0.000000,0.000000,0.003250
30.336000,STOP,0.000081,-0.003249,-1.452587,0.000000,0.000000,0.003250
30.368000,STOP,0.000081,-0.003249,-1.452587,0.000000,0.000000,0.003250
30.400000,STOP,0.000081,-0.003249,-1.452587,0.000000,0.000000,0.003250
30.432000,STOP,0.000081,-0.003249,-1.452587,0.000000,0.000000,0.003250
30.464000,STOP,0.000081,-0.003249,-1.452587,0.000000,0.000000,0.003250
30.496000,STOP,0.000081,-0.003249,-1.452587,0.000000,0.000000,0.003250
30.528000,STOP,0.000081,-0.003249,-1.452587,0.000000,0.000000,0.003250
