time,ds0,ds1,ds2,ds3,ds4,ds5,ds6,ds7,ls0,ls1,ls2,ls3,ls4,ls5,ls6,ls7,ds_f0,ds_f1,ds_f2,ds_f3,ds_f4,ds_f5,ds_f6,ds_f7,ls_f0,ls_f1,ls_f2,ls_f3,ls_f4,ls_f5,ls_f6,ls_f7,phil,phir
1.536,0.214548808,0.194687131,0.252972928,0.230258276,0.206165564,0.19083038,0.220436707,0.209967846,0,0,0,2.424316188,1.618744872,1.864541456,2.339686771,0.353484458,0.207250666,0.209437144,0.266076757,0.213167862,0.206153023,0.208136854,0.209902792,0.217515445,0,0,0,2.437920296,1.644289389,1.824420212,2.370620637,0.387141523,2.844376955,2.504444908
1.568,0.211152142,0.20267987,0.250208447,0.209950667,0.220751196,0.232821078,0.224720813,0.205084626,0,0,0,2.385124299,1.626156295,1.815467793,2.342018771,0.33658852,0.209722191,0.21057224,0.266212096,0.214459035,0.208821967,0.210628024,0.213167048,0.21656317,0,0,0,2.421059589,1.640069632,1.827439737,2.349693559,0.369363325,2.822856798,2.499641758
1.6,0.22274194,0.215021123,0.267313783,0.210841889,0.201571683,0.221566029,0.218380974,0.218102538,0,0,0,2.409472549,1.6426748,1.847453573,2.386290464,0.325747271,0.213085896,0.212233599,0.268124332,0.214643272,0.206712269,0.215740014,0.212908414,0.21688967,0,0,0,2.414421205,1.640779656,1.830275284,2.356186059,0.353265881,2.799822054,2.494461902
1.632,0.214405964,0.200404973,0.282860693,0.184474028,0.220784184,0.200270923,0.210310103,0.204360009,0,0,0,2.442095837,1.655469252,1.817900958,2.334097586,0.31037653,0.213259015,0.209289761,0.270053056,0.209785785,0.212526869,0.213583584,0.213457832,0.210291702,0,0,0,2.412518842,1.641170985,1.833853769,2.343695118,0.338231207,2.785629374,2.502666881
1.664,0.226654935,0.205442529,0.271082669,0.217701741,0.212440889,0.235215317,0.197757965,0.192341141,0,0,0,2.389285047,1.665119428,1.827081837,2.295344567,0.304833301,0.217900758,0.203647125,0.264887704,0.21064532,0.212342703,0.216140745,0.214321312,0.205971232,0,0,0,2.410058784,1.641632929,1.834489123,2.339487632,0.326206016,2.779770429,2.503566711
1.696,0.208109503,0.228559735,0.283805484,0.205400694,0.203066286,0.218683804,0.187814295,0.19213507,0,0,0,2.414574048,1.630842541,1.844249663,2.27118478,0.289738699,0.216612897,0.210421646,0.271054215,0.205673804,0.211722848,0.22171143,0.20779683,0.202404677,0,0,0,2.408110356,1.644052463,1.830430765,2.325787234,0.313456864,2.755368106,2.508087063
1.728,0.199978032,0.210830256,0.291813786,0.202532371,0.203122109,0.202566636,0.21179228,0.215028288,0,0,0,2.381934096,1.638120976,1.845118503,2.309225789,0.276356743,0.214378075,0.212051723,0.279375283,0.204190144,0.20819703,0.215660542,0.205211123,0.204393409,0,0,0,2.407472315,1.6464454,1.836360907,2.319228637,0.301410509,2.735605427,2.514734926
1.76,0.206410541,0.199596372,0.282001281,0.219189921,0.208324874,0.212432734,0.200092919,0.199679583,0,0,0,2.438886482,1.657913987,1.837429887,2.259460925,0.267527205,0.211111795,0.208966773,0.282312783,0.205859751,0.209547668,0.213833883,0.201553512,0.200708818,0,0,0,2.413355102,1.649493237,1.83435617,2.293862729,0.289766496,2.727375145,2.523903787
1.792,0.201553618,0.221658284,0.272377949,0.207958022,0.215438276,0.198612762,0.203725067,0.202335785,0,0,0,2.389835434,1.645222969,1.827831446,2.282744459,0.252889962,0.208541326,0.213217435,0.280216234,0.21055655,0.208478487,0.213502251,0.200236505,0.200303973,0,0,0,2.402903021,1.64744398,1.836342267,2.283592104,0.278269182,2.716294187,2.525957271
1.824,0.213664003,0.220678589,0.277832518,0.218864353,0.202921674,0.212944973,0.200606785,0.195138189,0,0,0,2.382085091,1.67399295,1.856754216,2.247854422,0.245390848,0.205943139,0.216264647,0.281566204,0.210789072,0.206574644,0.209048182,0.200806269,0.200863383,0,0,0,2.40146303,1.649218685,1.842276743,2.274094075,0.266380691,2.702606701,2.529282166
1.856,0.214475112,0.215619583,0.293211528,0.210117701,0.21729266,0.208054837,0.201784172,0.203409666,0,0,0,2.387520187,1.63751167,1.892929688,2.263468497,0.235038051,0.207216261,0.213676617,0.283447412,0.211732474,0.209419919,0.206922388,0.203600244,0.203118302,0,0,0,2.396052258,1.65055251,1.852012748,2.272550818,0.255440562,2.691100271,2.526359065
1.888,0.210571255,0.208044404,0.297803529,0.216778595,0.191444367,0.204435244,0.221741201,0.228908632,0,0,0,2.377460317,1.65517515,1.85834604,2.255235258,0.226745166,0.209334906,0.213119446,0.284645361,0.214581719,0.20708437,0.20729611,0.205590029,0.205894371,0,0,0,2.395157502,1.653963345,1.854658255,2.261752712,0.245518246,2.678418533,2.521219491
1.92,0.216319381,0.216772177,0.300802314,0.204250927,0.203008449,0.203574939,0.229438583,0.221733654,0,0,0,2.382692935,1.622176806,1.895012701,2.304675475,0.220154698,0.211316674,0.216554608,0.288405567,0.21159392,0.206021085,0.205524551,0.211459162,0.210305185,0,0,0,2.383918793,1.646815909,1.866174818,2.270795622,0.236043745,2.659766896,2.512711102
1.952,0.204501135,0.215828214,0.292351082,0.221034586,0.226492377,0.198103326,0.201826192,0.210737914,0,0,0,2.395115968,1.642680013,1.885379286,2.280725936,0.213198376,0.211906177,0.215388593,0.292400194,0.214209233,0.208231906,0.205422664,0.211079386,0.211985611,0,0,0,2.3849749,1.646307318,1.877684386,2.270391917,0.228105428,2.648410463,2.511512339
1.984,0.215316038,0.205059629,0.309384769,0.180073346,0.194085111,0.216006004,0.212472799,0.208867606,0,0,0,2.352521241,1.63408077,1.88547604,2.270916073,0.204077659,0.212236584,0.212264802,0.298710644,0.206451031,0.206464593,0.20603487,0.213452589,0.214731494,0,0,0,2.37906213,1.638324882,1.883428751,2.275004248,0.21984279,2.63663076,2.505781046
2.016,0.215573895,0.206130021,0.312749238,0.200280746,0.235059547,0.213978875,0.227716636,0.221061176,0,0,0,2.361661594,1.650520644,1.861597415,2.192951874,0.197563622,0.212456341,0.210366889,0.302618186,0.20448364,0.21001797,0.207219678,0.218639082,0.218261797,0,0,0,2.373890411,1.640926677,1.877162296,2.260900923,0.212347904,2.626906488,2.495879444
2.048,0.211304082,0.194202336,0.30290335,0.196028777,0.218585692,0.215888173,0.204528024,0.220484484,0,0,0,2.360085115,1.626813089,1.911730817,2.254557465,0.195009145,0.212602906,0.207598475,0.30363815,0.200333676,0.215446235,0.209510263,0.215196447,0.216576967,0,0,0,2.37041537,1.635254265,1.887839252,2.260765365,0.2060007,2.622161168,2.498716323
2.08,0.220305295,0.212619945,0.311492132,0.212933178,0.198964249,0.212843219,0.200513408,0.198268842,0,0,0,2.37478812,1.63691402,1.885180107,2.248928162,0.193056549,0.213400089,0.206768029,0.305776114,0.202070127,0.214637395,0.211363919,0.209411412,0.211884004,0,0,0,2.368834407,1.638201707,1.885872733,2.249615902,0.20058107,2.614636838,2.507340664
2.112,0.219616313,0.223104958,0.319403107,0.206810133,0.209282867,0.228316418,0.207747611,0.20298673,0,0,0,2.369844234,1.678814274,1.91224382,2.27391216,0.189453287,0.216423125,0.208223378,0.311186519,0.199225236,0.211195493,0.217406538,0.210595696,0.210333768,0,0,0,2.363780061,1.645428559,1.89124564,2.248253147,0.195832053,2.599999031,2.501663999
2.144,0.215271099,0.211903134,0.326626236,0.209065413,0.216892061,0.212695031,0.216281932,0.205013184,0,0,0,2.35725738,1.638702345,1.841531704,2.263678163,0.184623362,0.216414137,0.209592079,0.314634813,0.205023649,0.215756883,0.216744343,0.211357522,0.209562883,0,0,0,2.364727288,1.646352874,1.882456773,2.246805565,0.191941193,2.591300165,2.502335252
2.176,0.211128927,0.213954041,0.311305602,0.192576321,0.204925667,0.195752252,0.189608993,0.218723751,0,0,0,2.388072264,1.639491195,1.879111909,2.212855298,0.183185573,0.215525143,0.211156883,0.314346085,0.203482764,0.209730107,0.213099019,0.203735994,0.209095398,0,0,0,2.370009422,1.644146984,1.885959672,2.250786249,0.189065583,2.588037472,2.51406959
2.208,0.209893504,0.211151134,0.329824221,0.201063121,0.220612893,0.222645072,0.210950315,0.202174296,0,0,0,2.330400113,1.639098781,1.880585933,2.227195131,0.177348143,0.215243028,0.214546642,0.31973026,0.204489633,0.210135547,0.214450398,0.205020452,0.205433361,0,0,0,2.364072422,1.646604123,1.879730695,2.245313783,0.185533383,2.576013453,2.515095789
2.24,0.204895601,0.203135054,0.318944196,0.207422042,0.205300339,0.2260373,0.206698362,0.234392622,0,0,0,2.368152726,1.67036827,1.908780901,2.199769252,0.180671588,0.212161089,0.212649664,0.321220672,0.203387406,0.211402765,0.217089215,0.206257443,0.212658117,0,0,0,2.362745343,1.653294973,1.884450854,2.235482001,0.183056391,2.577024965,2.503995226
2.272,0.218098904,0.227180263,0.325465335,0.214662782,0.217858637,0.214054357,0.214594006,0.216858641,0,0,0,2.34674866,1.657539886,1.907277101,2.246141525,0.17776082,0.211857607,0.213464725,0.322433118,0.204957936,0.21311792,0.214236802,0.207626722,0.215432499,0,0,0,2.358126228,1.649040095,1.88345751,2.229927874,0.180717897,2.572962447,2.502703977
2.304,0.233880686,0.201289831,0.338954368,0.210107202,0.21165049,0.192573509,0.21285567,0.205379069,0,0,0,2.393586149,1.672545201,1.913101399,2.242713546,0.173280815,0.215579524,0.211342064,0.324898745,0.205166294,0.212069605,0.210212498,0.206941469,0.215505676,0,0,0,2.365391982,1.655808667,1.897771448,2.22573495,0.178449388,2.566629054,2.507340357
