time,ds0,ds1,ds2,ds3,ds4,ds5,ds6,ds7,ls0,ls1,ls2,ls3,ls4,ls5,ls6,ls7,ds_f0,ds_f1,ds_f2,ds_f3,ds_f4,ds_f5,ds_f6,ds_f7,ls_f0,ls_f1,ls_f2,ls_f3,ls_f4,ls_f5,ls_f6,ls_f7,phil,phir
10.208,1.230814999,0.477328317,0.782841761,0.22237378,0.215307108,0.212615954,0.480115498,1.300222274,0,0,0,2.366206425,1.985106832,2.235315048,2.540914537,0.650575268,1.091211315,0.419473633,0.754875607,0.217053022,0.207640429,0.215229139,0.44128512,1.115773686,0,0,0,2.364319441,2.001497564,2.248355171,2.574618133,0.660911172,1.535350618,1.367712054
10.24,1.409243442,0.447928726,0.757205354,0.203246577,0.241866799,0.21370117,0.520675966,1.548947406,0,0,0,2.320978619,2.02084353,2.223861945,2.563744515,0.637964938,1.187743527,0.430707329,0.758280546,0.213620173,0.213944453,0.217475787,0.470763512,1.243306797,0,0,0,2.350923562,2.008063123,2.240792519,2.566831092,0.652623444,1.415892043,1.208453904
10.272,1.572599737,0.503136043,0.764643627,0.204892589,0.210953573,0.228919589,0.59457653,1.798051364,0,0,0,2.385520008,2.028124727,2.261195591,2.604152324,0.632766744,1.304213997,0.453666464,0.762832152,0.212954762,0.215939031,0.221099914,0.503841137,1.387558699,0,0,0,2.363500922,2.014226359,2.240059302,2.575675885,0.6459521,1.265239488,1.02750025
10.304,1.670219941,0.516951477,0.778511217,0.196747774,0.208976327,0.215116129,0.630416874,1.886981284,0,0,0,2.359493186,1.979326852,2.19709479,2.572415374,0.622786608,1.410463477,0.473985109,0.764871311,0.209033681,0.215710491,0.220397581,0.540011465,1.546981045,0,0,0,2.361936692,2.00542268,2.234499532,2.576931613,0.638788772,1.129468875,0.832609909
10.336,1.891084855,0.532444034,0.736719576,0.208057674,0.220485943,0.200422946,0.611369955,2.263337636,0,0,0,2.376018813,1.980480862,2.264856028,2.582866399,0.600007774,1.554792595,0.49555772,0.763984307,0.207063679,0.21951795,0.214155158,0.567430965,1.759507993,0,0,0,2.36164341,1.998776561,2.23646468,2.57281863,0.628820266,0.954485645,0.598905885
10.368,2.07774719,0.553919077,0.757123186,0.210895086,0.222203151,0.202404038,0.714569754,2.628875996,0,0,0,2.338448616,2.055138177,2.28814273,2.573962494,0.584538463,1.724179033,0.510875872,0.758840592,0.20476794,0.220897159,0.212112774,0.614321816,2.025238737,0,0,0,2.356091848,2.01278283,2.247030217,2.579428221,0.615612905,0.761717409,0.288326672
10.4,2.141575316,0.57697491,0.765671732,0.219414716,0.217448942,0.206047448,0.684881029,2.81342069,0,0,0,2.353299761,2.006162781,2.241894825,2.539073942,0.570061979,1.870645408,0.536685108,0.760533868,0.208001568,0.216013587,0.21058203,0.647162828,2.278133394,0,0,0,2.362556077,2.00984668,2.250636793,2.574494107,0.602032314,0.57416793,0.004121747
10.432,2.370471939,0.577337785,0.774069329,0.226893042,0.228369985,0.187605768,0.741687184,3.197427601,0,0,0,2.364515677,2.022002057,2.250578053,2.544759896,0.529300801,2.030219848,0.551525457,0.762419008,0.212401659,0.21949687,0.202319266,0.676584959,2.558008641,0,0,0,2.358355211,2.008622146,2.248513285,2.562615621,0.581339125,0.377174812,-0.296912867
10.464,2.1957773,0.541769328,0.76289333,0.201338042,0.214285813,0.200588769,0.738947515,3.063022549,0,0,0,2.327894408,2.039135469,2.276413985,2.579263455,0.515112882,2.13533132,0.556489027,0.759295431,0.213319712,0.220558767,0.199413794,0.698291087,2.793216894,0,0,0,2.352035455,2.020583869,2.264377124,2.563985237,0.55980438,0.248688602,-0.550921776
10.496,2.225327535,0.564238625,0.752841358,0.217476083,0.201408867,0.22186374,0.756276432,3.123617876,0,0,0,2.355195856,2.006469575,2.287571547,2.54582218,0.481439808,2.202179856,0.562847945,0.762519787,0.215203394,0.216743352,0.203701953,0.727272383,2.965272942,0,0,0,2.347870864,2.025781612,2.268920228,2.556576393,0.536090787,0.148543199,-0.756247278
10.528,2.086041237,0.489020028,0.764832388,0.213107584,0.187975984,0.189623272,0.788056161,3.151222049,0,0,0,2.358412823,2.025027198,2.247952805,2.544506104,0.44377098,2.203838665,0.549868135,0.764061627,0.215645893,0.209897918,0.201145799,0.741969664,3.069742153,0,0,0,2.351863705,2.019759416,2.260882243,2.550685115,0.50793729,0.130168862,-0.872857617
10.56,1.757304236,0.47502303,0.736714155,0.204786748,0.210035348,0.230344539,0.757793406,2.926420363,0,0,0,2.350319266,1.977716815,2.307466684,2.489730257,0.399578393,2.126984449,0.529477759,0.758270112,0.2127203,0.208415199,0.206005218,0.75655214,3.092342088,0,0,0,2.351267606,2.014070223,2.273996615,2.540816378,0.473840573,0.199108252,-0.914899445
10.592,1.642865724,0.437344398,0.754168298,0.20873707,0.199706784,0.215360581,0.769452887,2.743808552,0,0,0,2.331501805,2.017498982,2.288046579,2.392074389,0.34606597,1.981463206,0.501479082,0.754289906,0.209089105,0.202682559,0.21155618,0.76210528,3.001618278,0,0,0,2.344664831,2.013169608,2.28149032,2.510279277,0.437193607,0.339961413,-0.835279738
10.624,1.6229467,0.455650767,0.715126663,0.216260752,0.213929071,0.20176613,0.824467605,2.993170114,0,0,0,2.318899964,2.036848811,2.302339292,2.357097031,0.284454603,1.866897086,0.48425537,0.744736572,0.212073648,0.202611211,0.211791652,0.779209298,2.987647791,0,0,0,2.342865943,2.012712276,2.286675381,2.465845992,0.391061951,0.435172923,-0.838648742
10.656,1.540717957,0.437821363,0.706885378,0.203111867,0.200662467,0.204631457,0.876260284,2.896465124,0,0,0,2.292355355,2.015072901,2.287728254,2.286719256,0.218732042,1.729975171,0.458971917,0.735545376,0.209200804,0.202461931,0.208345196,0.803206069,2.94221724,0,0,0,2.330297842,2.014432941,2.286706723,2.414025408,0.338520398,0.554027934,-0.813768505
10.688,1.436173817,0.478505473,0.736136858,0.212212745,0.223914388,0.228957502,0.895928574,2.868184343,0,0,0,2.291050851,2.043287814,2.282252078,2.178386968,0.154945498,1.600001687,0.456869006,0.72980627,0.209021837,0.209649612,0.216212042,0.824780552,2.885609699,0,0,0,2.316825448,2.018085064,2.293566577,2.34080158,0.280755301,0.634078338,-0.786602292
10.72,1.348006127,0.47887016,0.691928341,0.212001031,0.207222468,0.198557585,0.929433051,2.820406142,0,0,0,2.319134424,2.014861507,2.325718254,2.185232142,0.098977713,1.518142065,0.457638432,0.720849107,0.210464693,0.209087036,0.209854651,0.85910848,2.864406855,0,0,0,2.31058848,2.025514003,2.297216891,2.279901957,0.220635165,0.664005561,-0.793369986
10.752,1.271246351,0.48925623,0.758394084,0.21622237,0.214967787,0.215006925,0.965050292,2.792062292,0,0,0,2.288803274,2.024094776,2.334982971,2.062104676,0.043715596,1.44381819,0.468020799,0.721694265,0.211961753,0.212139236,0.20978392,0.898227961,2.874057603,0,0,0,2.302048774,2.026833162,2.30660417,2.213908015,0.16016509,0.666631837,-0.842069484
10.784,1.212993444,0.516168084,0.704034856,0.222776351,0.20556043,0.199187096,1.016519997,2.948644053,0,0,0,2.268080568,2.03137128,2.320624637,2.060487999,0,1.361827539,0.480124262,0.719475903,0.213264873,0.210465508,0.209268113,0.93663844,2.865152391,0,0,0,2.291884895,2.025737656,2.310261239,2.154586208,0.10327417,0.681846465,-0.871058944
10.816,1.159985357,0.525570298,0.701636178,0.218769731,0.211061731,0.21350987,1.053035243,3.024456329,0,0,0.002437118,2.262923381,2.023576364,2.334247996,1.905069158,0,1.285681019,0.497674049,0.718426064,0.216396446,0.212545361,0.211043796,0.971993431,2.890750632,0,0,0.000487424,2.2859985,2.027438348,2.319565187,2.078256188,0.059527761,0.69774663,-0.933787859
10.848,1.140055549,0.553351059,0.700935231,0.197493725,0.222254655,0.213051894,1.093460621,3.071737663,0,0,0.068092335,2.258390455,1.950896723,2.335389162,1.863147491,0,1.226457365,0.512643166,0.711385738,0.213452642,0.212213414,0.207862674,1.011499841,2.931461296,0,0,0.01410589,2.27946642,2.00896013,2.330192604,2.015208293,0.028538662,0.718052392,-1.010823811
10.88,1.077524246,0.550008401,0.711599967,0.22129361,0.187409668,0.215582593,1.130309464,3.122642909,0,0,0.137829009,2.225509106,2.024255758,2.390084633,1.757739193,0,1.172360989,0.526870814,0.715320064,0.215311158,0.208250854,0.211267676,1.051675123,2.991908649,0,0,0.041671692,2.260741357,2.01083898,2.34306588,1.929709703,0.008743119,0.734191252,-1.114851449
10.912,1.080344695,0.591009109,0.696113828,0.187018975,0.213810307,0.228881536,1.131329879,3.026876431,0,0,0.213144596,2.253149036,2.008875007,2.330795727,1.715005324,0,1.134180658,0.54722139,0.702864012,0.209470479,0.208019358,0.214042598,1.084931041,3.038871477,0,0,0.084300612,2.253610509,2.007795026,2.342228431,1.860289833,0,0.755733939,-1.197845116
10.944,0.977912601,0.611696863,0.664387557,0.209920497,0.216651702,0.223008214,1.171011851,3.047684969,0,0,0.29281351,2.190080804,2.014572682,2.386886082,1.583956732,0,1.087164489,0.566327146,0.694934552,0.206899308,0.210237612,0.218806821,1.115829411,3.05867966,0,0,0.142863314,2.238010557,2.004435307,2.35548072,1.76498358,0,0.791573812,-1.253315893
10.976,0.914895045,0.652102959,0.67809345,0.220420187,0.222212045,0.222630805,1.245415703,2.923635932,0,0,0.378008101,2.219180397,1.98113056,2.391336469,1.502113941,0,1.038146427,0.591633678,0.690226007,0.207229399,0.212467675,0.220631008,1.154305504,3.038515581,0,0,0.21797751,2.22926196,1.995946146,2.366898414,1.684392536,0,0.819993888,-1.273452093
11.008,0.882487972,0.667007635,0.641705099,0.202748612,0.199857803,0.21090453,1.304058924,2.828910238,0,0,0.469464051,2.204731809,2.033391127,2.395144603,1.398977433,0,0.986632912,0.614364994,0.67837998,0.208280376,0.207988305,0.220201536,1.196425164,2.989950096,0,0,0.298251854,2.218530231,2.012445027,2.378849503,1.591558525,0,0.860622114,-1.266576796
11.04,0.786941352,0.678276737,0.614874083,0.216534568,0.219510166,0.216365602,1.341010671,2.664779816,0,0,0.566114865,2.22127611,2.013116462,2.443989258,1.295489439,0,0.928516333,0.640018661,0.659034803,0.207328568,0.214408404,0.220358137,1.238565406,2.898377477,0,0,0.383909025,2.217683631,2.010217168,2.389630428,1.499108574,0,0.912430203,-1.21730102
11.072,0.723652421,0.722907159,0.58674785,0.211785752,0.221168317,0.202099689,1.422039499,2.681643759,0,0,0.656951026,2.212037382,2.022258028,2.445501633,1.20767067,0,0.857177878,0.666398271,0.637161608,0.212281923,0.215880007,0.215001768,1.29670733,2.829330943,0,0,0.472670311,2.2094613,2.012893772,2.412571609,1.397641643,0,0.979262243,-1.20104004
11.104,0.695496547,0.720540485,0.591634288,0.189383726,0.213764725,0.212924086,1.573992196,2.371267245,0,0,0.748958619,2.194143876,2.015865465,2.492869382,1.087539436,0,0.800694668,0.688166995,0.622610954,0.208174569,0.215302611,0.212984942,1.377303399,2.694047398,0,0,0.563899333,2.210273915,2.013152328,2.433768269,1.298358184,0,1.028527383,-1.144335739
11.136,0.641950233,0.701039536,0.525936884,0.211273181,0.205220249,0.202898159,1.560431335,2.24139466,0,0,0.84409431,2.207784322,2.046933393,2.456239477,0.979730413,0,0.746105705,0.697954311,0.592179641,0.206345168,0.211904252,0.209038413,1.440306525,2.557599144,0,0,0.657116574,2.2079947,2.026312895,2.446748871,1.193881478,0,1.103760344,-1.066944082
11.168,0.627384305,0.746515845,0.542570272,0.219554978,0.212278473,0.19428261,1.8257732,2.267102129,0,0,0.95469167,2.14501355,2.047717685,2.45024287,0.879220768,0,0.695084972,0.713855952,0.572352675,0.209706441,0.214388386,0.205714029,1.54464938,2.445237522,0,0,0.754162098,2.196051048,2.029178206,2.457768524,1.089930145,0,1.1587064,-1.055600931
11.2,0.581122828,0.772356354,0.525152343,0.194894802,0.207305411,0.219313494,1.813169987,2.198479859,0,0,1.066027261,2.150869412,2.051718166,2.457828845,0.777397202,0,0.653921267,0.732671876,0.554408327,0.205378488,0.211947435,0.206303608,1.639081243,2.35197753,0,0,0.854144577,2.181969708,2.036898547,2.460536442,0.986311698,0,1.19899853,-1.057362381
11.232,0.522360684,0.797825131,0.492130694,0.214036637,0.210660088,0.225466275,1.844590876,2.02802552,0,0,1.165802436,2.172793118,2.059262658,2.515993959,0.684382626,0,0.613662919,0.74765547,0.535484896,0.205828665,0.209845789,0.210976925,1.723591519,2.221253883,0,0,0.955914859,2.174120855,2.044299473,2.474634907,0.881654089,0,1.243196714,-1.015822326
11.264,0.476952656,0.819963072,0.476831382,0.196755839,0.209849134,0.210762802,2.205338252,1.929219096,0,0,1.252190856,2.136852907,2.048445841,2.512694629,0.575998479,0,0.569954141,0.767539987,0.512524315,0.207303087,0.209062671,0.210544668,1.84986073,2.132844253,0,0,1.056561307,2.162662662,2.050815549,2.478599956,0.779345897,0,1.289981557,-1.053249651
11.296,0.456573543,0.794897247,0.47940099,0.212165054,0.221625595,0.25846444,2.56954637,1.882024005,0,0,1.387452542,2.150911351,2.04958547,2.556108032,0.473304315,0,0.532878803,0.78631153,0.503217136,0.207481462,0.21234374,0.221657924,2.051683737,2.060970122,0,0,1.165232953,2.151288067,2.051345964,2.498573667,0.678060678,0,1.317592531,-1.194311783
11.328,0.41352894,0.865449005,0.47399296,0.222866362,0.213643863,0.322171041,2.85404904,1.77550522,0,0,1.505482668,2.09827996,2.06639548,2.53839635,0.376013116,0,0.49010773,0.810098162,0.489501674,0.208143739,0.212616818,0.247235611,2.257338905,1.96265074,0,0,1.275391152,2.141941349,2.055081523,2.516204363,0.577419148,0,1.350292435,-1.327225255
11.36,0.409032679,0.85949961,0.447306445,0.187980881,0.218196113,0.36344455,3.259377227,1.721776874,0,0,1.634823048,2.076111707,2.116012693,2.531200011,0.266244617,0,0.4556897,0.827526813,0.473932494,0.206760955,0.214794959,0.276061822,2.546580353,1.867310143,0,0,1.38915031,2.126989808,2.067940428,2.530878596,0.475188631,0,1.382850993,-1.549952318
11.392,0.444950224,0.888900794,0.395657612,0.232918213,0.204369183,0.356942401,3.407915333,1.652375536,0,0,1.749998801,2.097484766,2.088993046,2.508280641,0.154393669,0,0.440207608,0.845741945,0.454637878,0.21053727,0.213536778,0.302357047,2.859245244,1.792180146,0,0,1.505989583,2.111928138,2.073886506,2.529335933,0.369190839,0,1.399412568,-1.813782438
11.424,0.46368832,0.910848112,0.353068338,0.207242228,0.213502283,0.391670353,3.524032558,1.583843509,0,0,1.96634296,2.095945375,2.085100013,2.581208497,0.024709645,0,0.437554741,0.863918953,0.429885269,0.212634548,0.214267407,0.338538557,3.122984106,1.723105029,0,0,1.648820004,2.103746632,2.08121734,2.543038706,0.258933073,0,1.408641036,-2.044627692
11.456,0.487917634,0.914627307,0.345866116,0.208657675,0.2093497,0.446467583,3.468536714,1.464063517,0,0,2.057276931,2.074021834,2.121240701,2.530081175,0,0,0.443823559,0.887864965,0.403178294,0.211933072,0.211812229,0.376139186,3.302782174,1.639512931,0,0,1.782784882,2.088368728,2.095548387,2.537833335,0.16427221,0,1.405133181,-2.178434291
11.488,0.515427964,0.881603596,0.357664811,0.199766806,0.208939851,0.503670951,3.533849625,1.20633027,0,0,2.27040567,2.05277921,2.095293422,2.58303715,0,0,0.464203364,0.891095884,0.379912664,0.207313161,0.210871426,0.412439168,3.438742292,1.525677941,0,0,1.935769482,2.079268578,2.101327975,2.546761495,0.089069586,0,1.404788088,-2.236859401
11.52,0.566101714,0.872971063,0.289750269,0.199573146,0.213639256,0.565376495,3.451176657,1.105431684,0,0,2.400062877,2.046073516,2.101501086,2.551189176,0,0,0.495617171,0.893790175,0.348401429,0.209631614,0.209960055,0.452825557,3.477102178,1.402408903,0,0,2.088817448,2.07326094,2.098425654,2.550759328,0.035820663,0,1.402191225,-2.192336637
11.552,0.546882224,0.800528572,0.264557467,0.198839939,0.211686287,0.608076836,3.366501284,1.029684374,0,0,2.535009318,2.039171189,2.156122049,2.55661103,0,0,0.516003571,0.87611573,0.3221814,0.202815959,0.211423476,0.503052444,3.468819368,1.277870671,0,0,2.245819551,2.061598225,2.111851454,2.560425405,0.004941929,0,1.425699298,-2.109742482
11.584,0.608678456,0.79592484,0.212288786,0.215819116,0.212843182,0.665836861,3.304496732,0.932134973,0,0,2.504332269,2.064612061,2.15094572,2.351051331,0,0,0.545001598,0.853131076,0.29402549,0.204531336,0.211291655,0.557885745,3.424912202,1.147528964,0,0,2.353417413,2.055331562,2.125020596,2.514393972,0,0,1.447841836,-1.990326911
11.616,0.610275817,0.767745493,0.202721728,0.206279485,0.217857752,0.728470589,3.155313826,0.827733429,0,0,2.421193639,2.025660247,2.180152446,2.203758066,0,0,0.569473235,0.823754713,0.265396612,0.204055698,0.212993266,0.614286346,3.362267625,1.020262946,0,0,2.426200755,2.045659245,2.136802945,2.449129351,0,0,1.48137544,-1.856816917
11.648,0.640512675,0.757928969,0.209477423,0.206415458,0.209962659,0.814892356,2.951136133,0.742614685,0,0,2.495815712,2.004074699,2.138562743,2.032916996,0,0,0.594490177,0.799019787,0.235759135,0.205385429,0.213197827,0.676530627,3.245724926,0.927519829,0,0,2.471282763,2.035918342,2.145456809,2.33910532,0,0,1.510730901,-1.709775382
11.68,0.656303782,0.728070995,0.214697936,0.211904046,0.203894974,0.876290435,2.604577948,0.693254188,0,0.06497297,2.408857771,2.023045613,2.213968738,1.85710592,0,0,0.612530591,0.770039774,0.220748668,0.207851609,0.211248971,0.738713415,3.076405184,0.84508433,0,0.012994594,2.473041742,2.031312762,2.167950339,2.200288669,0,0,1.536680968,-1.520202929
11.712,0.646041516,0.701077279,0.214563564,0.225050261,0.208219471,0.960793222,2.396172453,0.627978463,0,0.188829764,2.377293549,2.01985122,2.215417831,1.73851915,0,0,0.632362449,0.750149515,0.210749887,0.213093673,0.210555608,0.809256693,2.882339418,0.764743148,0,0.050760547,2.441498588,2.027448768,2.179809496,2.036670293,0,0,1.546738148,-1.316339259
11.744,0.688723275,0.702759294,0.202276316,0.229294158,0.208562927,0.964468474,2.321702723,0.584202602,0,0.314136375,2.389770005,2.009798922,2.202126424,1.539693159,0,0,0.648371413,0.731516406,0.208747393,0.215788682,0.209699557,0.868983015,2.685780616,0.695156674,0,0.113587822,2.418586135,2.01648614,2.190045636,1.874398658,0,0,1.551364788,-1.109920305
11.776,0.697772091,0.643884965,0.206200852,0.210635,0.212777642,1.028014009,1.974436554,0.546587388,0,0.422944959,2.37414931,2.031512357,2.263073978,1.459356341,0,0,0.665870668,0.7067443,0.209443218,0.216659785,0.208683535,0.928891699,2.449605162,0.638927465,0,0.198176814,2.409177269,2.017656562,2.206629943,1.725518313,0,0,1.557941814,-0.877424327
11.808,0.727673932,0.650636177,0.203697889,0.212929296,0.19499835,1.079818738,1.996564972,0.487517476,0,0.524588562,2.332615757,1.985386826,2.256100262,1.317550467,0,0,0.683302919,0.685285742,0.208287311,0.217962552,0.205690673,0.981876976,2.25869093,0.587908024,0,0.303094526,2.376537278,2.013918988,2.230137447,1.582445007,0,0,1.563124028,-0.688475929
11.84,0.722915616,0.647753511,0.194513065,0.20290662,0.204944516,1.134062784,1.701659738,0.465753839,0,0.616043387,2.351141056,2.002288507,2.267623892,1.216951731,0,0,0.696625286,0.669222245,0.204250337,0.216163067,0.205900581,1.033431445,2.078107288,0.542407954,0,0.413308609,2.364993936,2.009767566,2.240868478,1.45441417,0,0,1.569902132,-0.513946687
11.872,0.758569523,0.607416564,0.215763653,0.222591622,0.213990275,1.176092969,1.876481293,0.425813717,0,0.718618151,2.313990878,2.017615546,2.308421773,1.11572503,0,0,0.719130887,0.650490102,0.204490355,0.215671339,0.207054742,1.076491395,1.974169056,0.501975004,0,0.519266287,2.352333401,2.009320432,2.259469266,1.329855345,0,0,1.565888656,-0.412635455
11.904,0.766940585,0.645086368,0.191474566,0.211006062,0.211556362,1.230093348,1.694794047,0.426596923,0,0.803624492,2.279204297,2.001576598,2.329896975,1.047746522,0,0,0.734774349,0.638955517,0.202330005,0.21201372,0.207653429,1.129616369,1.848787321,0.470453869,0,0.61716391,2.33022026,2.007675967,2.285023376,1.231466018,0,0,1.563940129,-0.308857559
11.936,0.793926331,0.637410025,0.209159477,0.21956079,0.211646518,1.35311924,1.829920072,0.403073285,0,0.898257662,2.29553639,2.002476559,2.29797956,0.952902283,0,0,0.754005197,0.637660529,0.20292173,0.213798878,0.207427204,1.194637416,1.819884025,0.441751048,0,0.712226451,2.314497676,2.001868807,2.292004492,1.130175206,0,0,1.545412543,-0.316272488
11.968,0.847675009,0.605290739,0.192493378,0.214964674,0.209671634,1.426917824,1.65464797,0.422120194,0,0.979145921,2.295319248,2.034965839,2.301197397,0.852255892,0,0,0.778005413,0.628591442,0.200680828,0.214205954,0.210361861,1.264057233,1.751500624,0.428671592,0,0.803137922,2.307038374,2.01178461,2.301023919,1.037116291,0,0,1.532722318,-0.304229448
12,0.856260473,0.610695787,0.2233562,0.212039946,0.208811211,1.50514556,1.699404988,0.457388231,0,1.063924603,2.237355866,2.001939884,2.368542692,0.777847072,0,0,0.804674384,0.621179897,0.206449455,0.216032619,0.2111352,1.338273788,1.751049674,0.42699847,0,0.892714166,2.284281336,2.011714885,2.321207679,0.94929536,0,0,1.507696264,-0.376321932
12.032,0.869714541,0.630453788,0.206110632,0.203340899,0.209460495,1.558914852,1.585781989,0.431820332,0,1.15183819,2.276879593,2.014233582,2.309952912,0.697190406,0,0,0.826903388,0.625787341,0.204518851,0.212182474,0.210229244,1.414838165,1.692909813,0.428199793,0,0.979358173,2.276859079,2.011038492,2.321513907,0.865588435,0,0,1.48279042,-0.395947771
12.064,0.913238098,0.580713801,0.213958632,0.207852298,0.207499478,1.620732731,1.533614519,0.494061217,0,1.253892827,2.250734307,1.99937575,2.361869779,0.604479036,0,0,0.85616289,0.612912828,0.209015664,0.211551722,0.209417867,1.492966041,1.660673908,0.441692652,0,1.069411841,2.271165081,2.010598323,2.327908468,0.776934937,0,0,1.461908618,-0.455332601
12.096,0.905195008,0.575949162,0.220924674,0.22791596,0.206599509,1.720182015,1.471129081,0.542133175,0,1.346728949,2.224387883,2.008665214,2.360533167,0.528513999,0,0,0.878416626,0.600620655,0.211368703,0.213222756,0.208408465,1.566378596,1.588915709,0.46950463,0,1.159106098,2.256935379,2.011836054,2.340419189,0.692057281,0,0,1.449594016,-0.484798935
12.128,0.93325399,0.573498492,0.1957167,0.214168308,0.205303086,1.909199594,1.336451927,0.570330992,0,1.44034648,2.254603967,1.995440047,2.366578427,0.444089954,0,0,0.895532422,0.594262206,0.212013368,0.213063482,0.207534756,1.66283495,1.525276501,0.499146789,0,1.25134621,2.248792323,2.003930895,2.353495396,0.610424093,0,0,1.438192005,-0.547258241
12.16,0.927070248,0.555360785,0.21110554,0.213409849,0.222819775,1.888542339,1.296154418,0.623663994,0,1.522912319,2.192229654,2.019986059,2.357082951,0.368110124,0,0,0.909694377,0.583195206,0.209563236,0.213337463,0.210336469,1.739514306,1.444626387,0.532401942,0,1.343143753,2.239767081,2.00754013,2.351203447,0.528476704,0,0,1.437547182,-0.576542635
12.192,0.93397977,0.495976823,0.211262537,0.20827727,0.208838014,1.871432524,1.192077302,0.636879296,0,1.643159527,2.218371227,2.021973464,2.413097751,0.269932927,0,0,0.922547423,0.556299813,0.210593616,0.214324737,0.210211972,1.802017841,1.365885449,0.573413735,0,1.441408021,2.228065408,2.009088107,2.371832415,0.443025208,0,0,1.450559148,-0.601317025
12.224,0.950888445,0.489539309,0.214520699,0.207985895,0.210296352,2.109857486,1.144900751,0.656734981,0,1.738939455,2.223199073,2.000006454,2.402660774,0.189420034,0,0,0.930077492,0.538064914,0.21070603,0.214351456,0.210771347,1.899842792,1.288142696,0.605948487,0,1.538417346,2.222558361,2.009214248,2.379990614,0.360013408,0,0,1.461151564,-0.653933975
12.256,0.937857884,0.482729719,0.213812674,0.231076109,0.203652777,2.172877515,1.11031175,0.716725851,0,1.823364507,2.225793029,1.988663813,2.429753116,0.102101597,0,0,0.936610068,0.519421026,0.20928363,0.214983486,0.210182001,1.990381892,1.21597923,0.640867023,0,1.633744458,2.22283939,2.005213968,2.393834604,0.274730927,0,0,1.474685277,-0.707228144
12.288,0.990845467,0.481917293,0.212196013,0.210923289,0.218927564,2.349667538,1.066520134,0.758378105,0,1.942982504,2.189710765,2.068946279,2.443805513,0.013973234,0,0,0.948128363,0.501104786,0.212579493,0.214334482,0.212906896,2.07847548,1.161992871,0.678476445,0,1.734271662,2.20986075,2.019915214,2.409280021,0.188707583,0,0,1.478187359,-0.778944797
12.32,0.986150105,0.456299346,0.215566844,0.209577415,0.19565771,2.460240613,0.950274121,0.775333653,0.033494396,2.035238057,2.148308186,2.046369904,2.416399945,0,0,0,0.959944334,0.481292498,0.213471753,0.213567996,0.207474483,2.192815135,1.092816812,0.708810377,0.006698879,1.83673681,2.201076456,2.025191983,2.42114342,0.115085558,0,0,1.485291414,-0.847743445
12.352,0.952194044,0.429540344,0.22138624,0.227421393,0.201762668,2.668958273,0.898607944,0.814771478,0.130063111,2.132238559,2.146811352,2.022087056,2.487906481,0,0,0,0.963587189,0.468005202,0.215496494,0.21739682,0.206059414,2.352320285,1.03412294,0.744388813,0.032711501,1.934552616,2.186764481,2.025214701,2.436105166,0.061098973,0,0,1.492911115,-0.958120537
12.384,0.96366667,0.424053167,0.208281758,0.206038017,0.2102203,2.584674588,0.874944044,0.884295531,0.230596054,2.225404588,2.166100898,2.050580375,2.491216929,0,0,0,0.966142834,0.454907974,0.214248706,0.217007245,0.206044204,2.447283705,0.980131599,0.789900924,0.078830712,2.031845643,2.175344846,2.035329485,2.453816397,0.023214966,0,0,1.504700486,-0.998485515
12.416,0.891734678,0.362297249,0.207703796,0.202851806,0.197467402,2.686731402,0.738519798,0.930616836,0.329277581,2.352582935,2.152210899,2.086008693,2.448705421,0,0,0,0.956918193,0.43082148,0.21302693,0.211362384,0.204807129,2.550054483,0.905773208,0.832679121,0.144686228,2.137689329,2.16062842,2.054798461,2.457606858,0.002794647,0,0,1.539233398,-1.003820583
12.448,0.875100336,0.382990632,0.195376024,0.214765164,0.223797087,2.773894991,0.682442743,0.948575346,0.439150309,2.444960208,2.127199694,2.077311036,2.482622357,0,0,0,0.933769166,0.411036148,0.209662932,0.212130759,0.205781033,2.634899973,0.82895773,0.870718569,0.23251629,2.23808487,2.148126206,2.056471413,2.465370226,0,0,0,1.585531754,-0.962059982
12.48,0.908849773,0.360366343,0.214371591,0.208488953,0.275490627,2.498427198,0.653870679,1.02566965,0.543336304,2.519446434,2.127192623,2.096064575,2.500785144,0,0,0,0.9183091,0.391849547,0.209423882,0.211913067,0.221747617,2.642537291,0.769677042,0.920785768,0.334484672,2.334926545,2.143903093,2.066410347,2.482247266,0,0,0,1.620417471,-0.858515429
12.512,0.857900662,0.343366119,0.213107842,0.194352882,0.320789058,2.656746638,0.616296005,1.004159995,0.640779542,2.470051069,2.114714836,2.068829307,2.548676819,0,0,0,0.899450424,0.374614702,0.207768202,0.205299365,0.245552895,2.640094964,0.713214654,0.958663472,0.436627958,2.402489047,2.13748379,2.075758797,2.494401334,0,0,0,1.658166672,-0.735345131
12.544,0.847119306,0.308611261,0.219964558,0.219911694,0.370411669,2.446207839,0.520978144,1.043815204,0.73776621,2.495134669,2.123784895,2.071684424,2.594563439,0,0,0,0.876140951,0.351526321,0.210104762,0.2080741,0.277591169,2.612401614,0.642421474,0.990567406,0.538061989,2.456435063,2.129020589,2.079979607,2.515070636,0,0,0,1.702227966,-0.567328505
